kmer_AAT,kmer_CCT,kmer_TCC,kmer_CAT,kmer_GGC,genome_length_y,host,kmer_ACT,kmer_GCG,kmer_ATG,lineage,kmer_GTT,kmer_CTT,kmer_GCA,kmer_GGA,gc_content,kmer_CAG,year,kmer_GAA,kmer_GAT,kmer_GGG,kmer_CGA,kmer_ATA,kmer_TAC,kmer_TGT,kmer_GTC,kmer_ATC,kmer_CGT,kmer_GTA,kmer_CTG,kmer_ACG,kmer_GGT,kmer_GCT,kmer_TAT,kmer_AGA,known_genotype,description,kmer_AAA,kmer_CGG,kmer_AGC,genotype,kmer_TGA,kmer_CTC,kmer_CCA,kmer_GAG,kmer_CCG,kmer_TAG,total_mutations,kmer_ACC,kmer_GTG,kmer_AGG,kmer_GCC,kmer_GAC,kmer_TTC,kmer_AGT,data_source,kmer_TAA,sample_id,kmer_TTA,kmer_TGG,kmer_TCA,serotype,kmer_CAC,kmer_TTT,kmer_CGC,length_diff,kmer_AAG,location,kmer_TCT,mutation_density,genome_length_x,country,kmer_AAC,is_complete,kmer_ATT,kmer_CCC,kmer_TGC,kmer_TCG,genome_length,kmer_CAA,kmer_TTG,kmer_CTA,kmer_ACA
0.022200773,0.008687259,0.009652509,0.027027028,0.012548262,1486.0,Human,0.008687259,0.0038610038,0.028957529,2II_F.1.3,0.018339768,0.010617761,0.013513514,0.043436293,0.31493944,0.023166023,2023,0.03764479,0.013513514,0.017374517,0.0038610038,0.012548262,0.006756757,0.02027027,0.013513514,0.015444015,0.0048262547,0.005791506,0.0144787645,0.0048262547,0.012548262,0.015444015,0.010617761,0.024131274,True,hDenV2/Indonesia/KR-NIHRD-WD019/2023,0.036679536,0.006756757,0.017374517,II,0.015444015,0.009652509,0.012548262,0.018339768,0.0038610038,0.016409267,7.0,0.005791506,0.0144787645,0.028957529,0.009652509,0.016409267,0.012548262,0.0144787645,gisaid,0.0048262547,OR125606.1,0.012548262,0.032818533,0.027027028,DENV2,0.018339768,0.016409267,0.0019305019,0.0,0.027027028,Asia / Indonesia / Riau Islands / Batam,0.009652509,0.0047106325706594,10476.0,,0.016409267,True,0.016409267,0.0077220076,0.010617761,0.0048262547,,0.023166023,0.02027027,0.0077220076,0.038610037
0.020889487,0.008760108,0.008760108,0.021563342,0.01212938,1486.0,Human,0.01212938,0.0020215632,0.025606468,2III_C.2,0.014824797,0.0067385444,0.015498652,0.03638814,0.45087484,0.022911051,2018,0.03504043,0.01819407,0.017520215,0.0026954177,0.014150944,0.010781671,0.015498652,0.010781671,0.017520215,0.008760108,0.010107817,0.018867925,0.008760108,0.010107817,0.014824797,0.008760108,0.029649595,True,hDenV2/Indonesia/un-BNITM-160/2018,0.04245283,0.0074123987,0.014150944,III,0.018867925,0.011455526,0.01684636,0.01954178,0.0026954177,0.014824797,12.0,0.010107817,0.014150944,0.02425876,0.009433962,0.014824797,0.008760108,0.015498652,gisaid,0.008760108,MW577849.1,0.009433962,0.026280323,0.020889487,DENV2,0.021563342,0.014824797,0.0026954177,0.0,0.026280323,Asia / Indonesia,0.010781671,0.0080753701211305,10573.0,,0.022911051,True,0.01212938,0.0074123987,0.012803234,0.008086253,,0.026280323,0.014824797,0.009433962,0.03908356
0.023584906,0.009433962,0.009433962,0.021563342,0.01212938,1486.0,Human,0.011455526,0.0026954177,0.028301887,2II_F.2.1,0.01684636,0.009433962,0.015498652,0.03908356,0.4461642,0.024932615,2022,0.03908356,0.014824797,0.016172506,0.0040431265,0.012803234,0.0067385444,0.021563342,0.011455526,0.014824797,0.0040431265,0.0074123987,0.014824797,0.0040431265,0.010781671,0.01212938,0.010107817,0.026954178,True,hDenV2/Indonesia/BA-EHI-007/2022,0.041778974,0.004716981,0.013477089,II,0.01684636,0.010107817,0.016172506,0.017520215,0.0033692722,0.014824797,11.0,0.010107817,0.014824797,0.028301887,0.009433962,0.015498652,0.010781671,0.014150944,gisaid,0.0053908355,MW512378.1,0.008760108,0.028301887,0.022911051,DENV2,0.022237197,0.015498652,0.0026954177,0.0,0.025606468,Asia / Indonesia / Bali,0.009433962,0.0074024226110363,10642.0,,0.023584906,True,0.014150944,0.0067385444,0.011455526,0.0053908355,,0.028301887,0.020889487,0.008086253,0.04245283
0.01956815,0.010121457,0.00877193,0.01956815,0.012145749,1486.0,Human,0.010121457,0.0026990552,0.026990553,2II_D.2,0.016869096,0.012145749,0.016869096,0.03846154,0.45289367,0.024966262,2024,0.037786774,0.01417004,0.018218623,0.004048583,0.010796221,0.0060728746,0.016194332,0.012145749,0.012820513,0.0067476383,0.00877193,0.013495277,0.0053981105,0.012145749,0.012820513,0.011470986,0.027665317,True,hDenV2/Indonesia/SA-BIOKES-WD196/2024,0.03846154,0.004723347,0.012820513,II,0.016194332,0.00877193,0.016194332,0.01754386,0.0033738192,0.012820513,14.0,0.010796221,0.013495277,0.02834008,0.010121457,0.016194332,0.010796221,0.016194332,gisaid,0.008097166,MW512386.1,0.010796221,0.029689608,0.018893387,DENV2,0.022941971,0.012820513,0.0033738192,0.0,0.029689608,Asia / Indonesia / North Sulawesi / Manado,0.009446694,0.0094212651413189,10445.0,,0.024291499,True,0.01417004,0.0067476383,0.01417004,0.007422402,,0.027665317,0.021592442,0.008097166,0.043184884
0.023584906,0.008760108,0.009433962,0.021563342,0.010781671,1486.0,Human,0.010781671,0.0026954177,0.028301887,2II_F.2.1,0.01684636,0.009433962,0.016172506,0.04043127,0.4475101,0.025606468,2024,0.03908356,0.013477089,0.014824797,0.0040431265,0.01212938,0.00606469,0.01954178,0.011455526,0.014824797,0.004716981,0.0067385444,0.013477089,0.0040431265,0.010781671,0.013477089,0.009433962,0.026280323,True,hDenV2/Indonesia/MA-BIOKES-WD205/2024,0.04380054,0.0053908355,0.014824797,II,0.017520215,0.011455526,0.015498652,0.018867925,0.0040431265,0.012803234,11.0,0.010107817,0.014824797,0.027628032,0.008760108,0.016172506,0.009433962,0.014824797,gisaid,0.0067385444,MW512429.1,0.008086253,0.028975742,0.022237197,DENV2,0.022911051,0.014824797,0.0026954177,0.0,0.026280323,Asia / Indonesia / Maluku / Ambon,0.009433962,0.0074024226110363,10512.0,,0.023584906,True,0.012803234,0.0067385444,0.012803234,0.00606469,,0.027628032,0.021563342,0.008086253,0.04380054
0.026506023,0.012048192,0.004819277,0.01686747,0.012851406,1486.0,Human,0.0136546185,0.004016064,0.019277109,3I_A.1,0.009638554,0.015261044,0.019277109,0.034538154,0.39165545,0.02008032,2024,0.034538154,0.009638554,0.023293173,0.006425703,0.012048192,0.009638554,0.012851406,0.008835342,0.012048192,0.006425703,0.006425703,0.012851406,0.008835342,0.016064256,0.01124498,0.00562249,0.024899598,True,hDenV2/Indonesia/SA-BIOKES-WD186/2024,0.034538154,0.004016064,0.016064256,I,0.018473895,0.008032128,0.018473895,0.021686748,0.004016064,0.008032128,14.0,0.021686748,0.021686748,0.024096385,0.008032128,0.018473895,0.010441767,0.01124498,gisaid,0.012851406,OP410996.1,0.0072289156,0.035341367,0.020883534,DENV2,0.024899598,0.02008032,0.004819277,0.0,0.026506023,Asia / Indonesia / North Sulawesi / Manado,0.008835342,0.0094212651413189,10115.0,,0.023293173,True,0.015261044,0.012851406,0.009638554,0.004819277,,0.028915662,0.02248996,0.009638554,0.032128513
0.020903574,0.009440323,0.008766015,0.019554956,0.01146325,1486.0,Human,0.009440323,0.0026972354,0.026972353,2II_D.2,0.015509103,0.010788942,0.016183412,0.03910991,0.45423958,0.024949428,2024,0.037086986,0.014834794,0.01820634,0.005394471,0.010788942,0.0060687796,0.016183412,0.0128118675,0.0128118675,0.007417397,0.008766015,0.0128118675,0.0060687796,0.012137559,0.0128118675,0.010788942,0.025623735,True,hDenV2/Indonesia/SA-BIOKES-WD192/2024,0.043155767,0.0060687796,0.013486177,II,0.016183412,0.010114633,0.016183412,0.01753203,0.0047201617,0.01146325,12.0,0.01146325,0.014160486,0.026972353,0.010114633,0.016183412,0.010788942,0.015509103,gisaid,0.008766015,MW721459.1,0.010114633,0.029669588,0.019554956,DENV2,0.02360081,0.012137559,0.0033715442,0.0,0.027646663,Asia / Indonesia / North Sulawesi / Manado,0.009440323,0.0080753701211305,10512.0,,0.02360081,True,0.015509103,0.0067430884,0.013486177,0.008766015,,0.026298044,0.020903574,0.007417397,0.042481456
0.023584906,0.008760108,0.008760108,0.020889487,0.011455526,1486.0,Human,0.011455526,0.0026954177,0.028301887,2II_D,0.013477089,0.008760108,0.01819407,0.03638814,0.44414535,0.026954178,2019,0.03773585,0.015498652,0.01684636,0.004716981,0.01212938,0.010107817,0.016172506,0.011455526,0.012803234,0.00606469,0.008086253,0.012803234,0.0053908355,0.010107817,0.010107817,0.011455526,0.028301887,True,hDenV2/Indonesia/YO-MU-00028/2019,0.043126684,0.0053908355,0.014150944,II,0.015498652,0.010107817,0.017520215,0.016172506,0.0040431265,0.01212938,11.0,0.010781671,0.013477089,0.024932615,0.010781671,0.015498652,0.008760108,0.014150944,gisaid,0.0074123987,MW512480.1,0.013477089,0.027628032,0.01954178,DENV2,0.02425876,0.016172506,0.0026954177,0.0,0.026280323,Asia / Indonesia / Yogyakarta / Yogyakarta,0.008760108,0.0074024226110363,10176.0,,0.022911051,True,0.01819407,0.008086253,0.013477089,0.00606469,,0.028301887,0.01819407,0.0074123987,0.04514825
0.022911051,0.0074123987,0.009433962,0.020215634,0.01212938,1486.0,Human,0.01212938,0.0026954177,0.028301887,2II_F.1,0.013477089,0.008086253,0.01819407,0.03773585,0.44818303,0.027628032,2019,0.037061993,0.014824797,0.016172506,0.0040431265,0.011455526,0.00606469,0.01819407,0.010107817,0.015498652,0.0040431265,0.0074123987,0.013477089,0.0040431265,0.008760108,0.013477089,0.012803234,0.029649595,True,hDenV2/Indonesia/YO-MU-00324/2019,0.04043127,0.00606469,0.014150944,II,0.014824797,0.011455526,0.01684636,0.01819407,0.0040431265,0.011455526,12.0,0.010107817,0.014824797,0.024932615,0.008760108,0.016172506,0.009433962,0.014824797,gisaid,0.0074123987,MW512402.1,0.010107817,0.027628032,0.021563342,DENV2,0.025606468,0.015498652,0.0033692722,0.0,0.026280323,Asia / Indonesia / Yogyakarta / Yogyakarta,0.008760108,0.0080753701211305,10176.0,,0.02425876,True,0.015498652,0.008086253,0.013477089,0.0067385444,,0.029649595,0.017520215,0.008760108,0.045822103
0.01954178,0.010107817,0.009433962,0.022237197,0.013477089,1486.0,Human,0.014150944,0.0040431265,0.026954178,2II_C,0.015498652,0.008760108,0.016172506,0.038409702,0.4461642,0.024932615,2019,0.038409702,0.014824797,0.014150944,0.004716981,0.013477089,0.010781671,0.017520215,0.01212938,0.013477089,0.00606469,0.0074123987,0.015498652,0.0053908355,0.009433962,0.011455526,0.011455526,0.025606468,True,hDenV2/Indonesia/YO-MU-00359/2019,0.041778974,0.0067385444,0.011455526,II,0.016172506,0.01212938,0.014150944,0.01684636,0.0040431265,0.013477089,13.0,0.010107817,0.015498652,0.026954178,0.008760108,0.014824797,0.010107817,0.017520215,gisaid,0.008086253,MW512431.1,0.01212938,0.027628032,0.020889487,DENV2,0.021563342,0.01212938,0.0026954177,0.0,0.026280323,Asia / Indonesia / Yogyakarta / Yogyakarta,0.011455526,0.0087483176312247,10176.0,,0.026280323,True,0.014150944,0.004716981,0.012803234,0.00606469,,0.026280323,0.016172506,0.010781671,0.04380054
0.01954178,0.008760108,0.010107817,0.022911051,0.012803234,1486.0,Human,0.015498652,0.0040431265,0.027628032,2II_C,0.014824797,0.010107817,0.01819407,0.03638814,0.44683716,0.026280323,2019,0.03908356,0.016172506,0.01684636,0.0053908355,0.015498652,0.010107817,0.016172506,0.012803234,0.014150944,0.0053908355,0.008086253,0.015498652,0.004716981,0.010781671,0.010781671,0.011455526,0.027628032,True,hDenV2/Indonesia/YO-MU-00406/2019,0.03908356,0.00606469,0.011455526,II,0.015498652,0.01212938,0.015498652,0.016172506,0.0040431265,0.013477089,17.0,0.009433962,0.014150944,0.026954178,0.008760108,0.013477089,0.008760108,0.017520215,gisaid,0.009433962,MW512467.1,0.012803234,0.026954178,0.020889487,DENV2,0.020215634,0.012803234,0.0026954177,0.0,0.027628032,Asia / Indonesia / Yogyakarta / Yogyakarta,0.010781671,0.0114401076716016,10176.0,,0.026280323,True,0.012803234,0.0053908355,0.014824797,0.00606469,,0.025606468,0.016172506,0.008086253,0.04043127
0.022237197,0.0074123987,0.009433962,0.020215634,0.012803234,1486.0,Human,0.014824797,0.0026954177,0.028301887,2II_F.1.1,0.012803234,0.010107817,0.01819407,0.038409702,0.44818303,0.02425876,2019,0.03638814,0.016172506,0.015498652,0.0053908355,0.012803234,0.008086253,0.01819407,0.011455526,0.013477089,0.0053908355,0.008086253,0.014824797,0.004716981,0.008086253,0.013477089,0.010781671,0.028975742,True,hDenV2/Indonesia/YO-MU-00412/2019,0.041778974,0.00606469,0.013477089,II,0.014150944,0.010107817,0.014824797,0.018867925,0.004716981,0.014150944,12.0,0.009433962,0.014150944,0.025606468,0.008086253,0.015498652,0.01212938,0.014824797,gisaid,0.0074123987,MW512481.1,0.008760108,0.027628032,0.021563342,DENV2,0.024932615,0.011455526,0.0020215632,0.0,0.025606468,Asia / Indonesia / Yogyakarta / Yogyakarta,0.010107817,0.0080753701211305,10176.0,,0.024932615,True,0.014824797,0.0074123987,0.014150944,0.00606469,,0.029649595,0.01684636,0.010781671,0.044474393
0.024932615,0.009433962,0.009433962,0.020889487,0.012803234,1486.0,Human,0.010107817,0.0026954177,0.027628032,2II_F.2.1,0.016172506,0.0067385444,0.018867925,0.03773585,0.4421265,0.027628032,2019,0.03908356,0.014150944,0.015498652,0.004716981,0.01212938,0.0067385444,0.018867925,0.008760108,0.014824797,0.004716981,0.0067385444,0.01212938,0.0053908355,0.008760108,0.011455526,0.011455526,0.026954178,True,hDenV2/Indonesia/YO-MU-00437/2019,0.044474393,0.0053908355,0.013477089,II,0.015498652,0.01212938,0.01684636,0.016172506,0.0033692722,0.012803234,13.0,0.010781671,0.014824797,0.026280323,0.009433962,0.015498652,0.008086253,0.014150944,gisaid,0.0074123987,MH827525.1,0.010107817,0.027628032,0.020215634,DENV2,0.02425876,0.01819407,0.0020215632,0.0,0.02425876,Asia / Indonesia / Yogyakarta / Yogyakarta,0.009433962,0.0087483176312247,10176.0,,0.02425876,True,0.01684636,0.0067385444,0.014150944,0.004716981,,0.027628032,0.021563342,0.009433962,0.044474393
0.02425876,0.008760108,0.009433962,0.018867925,0.01212938,1486.0,Human,0.010781671,0.0020215632,0.028301887,2II_F.2.1,0.014824797,0.008086253,0.017520215,0.03773585,0.4461642,0.027628032,2019,0.038409702,0.015498652,0.014824797,0.0053908355,0.01212938,0.0067385444,0.020889487,0.010781671,0.015498652,0.0040431265,0.0074123987,0.013477089,0.004716981,0.009433962,0.01212938,0.012803234,0.027628032,True,hDenV2/Indonesia/YO-MU-00510_578/2019,0.04380054,0.00606469,0.012803234,II,0.01684636,0.011455526,0.015498652,0.01819407,0.004716981,0.011455526,10.0,0.010781671,0.016172506,0.025606468,0.008760108,0.015498652,0.008086253,0.014824797,gisaid,0.0067385444,MW512428.1,0.010107817,0.027628032,0.020889487,DENV2,0.025606468,0.014150944,0.0026954177,0.0,0.023584906,Asia / Indonesia / Yogyakarta / Yogyakarta,0.009433962,0.0067294751009421,10176.0,,0.023584906,True,0.015498652,0.008086253,0.012803234,0.00606469,,0.026954178,0.020215634,0.008086253,0.04514825
0.020889487,0.008760108,0.008760108,0.01954178,0.012803234,1486.0,Human,0.013477089,0.0040431265,0.026954178,2II_C,0.018867925,0.010107817,0.01684636,0.037061993,0.44549125,0.026954178,2020,0.038409702,0.014150944,0.014824797,0.00606469,0.01212938,0.008086253,0.017520215,0.009433962,0.01212938,0.00606469,0.0074123987,0.012803234,0.0053908355,0.010781671,0.010781671,0.011455526,0.026280323,True,hDenV2/Indonesia/YO-MU-00538/2020,0.04110512,0.0040431265,0.01212938,II,0.016172506,0.011455526,0.015498652,0.01684636,0.0040431265,0.012803234,14.0,0.008760108,0.016172506,0.027628032,0.010781671,0.016172506,0.010107817,0.017520215,gisaid,0.008086253,MW512409.1,0.01212938,0.028975742,0.01954178,DENV2,0.022911051,0.016172506,0.0026954177,0.0,0.026954178,Asia / Indonesia / Yogyakarta / Yogyakarta,0.010107817,0.0094212651413189,10176.0,,0.023584906,True,0.014824797,0.0053908355,0.014824797,0.004716981,,0.025606468,0.021563342,0.008760108,0.043126684
